impedance_cycle_number,Re,Rct
197,0.062141039518508724,0.08177099146255969
198,0.061502762788551504,0.0872699062901812
199,0.059631149799839814,0.08257600572707498
200,0.06141907994833745,0.08720378292525818
201,0.061083512551729904,0.08239994758407483
202,0.06121665145307191,0.0872819262712242
203,0.06148387399714281,0.08269579716686087
204,0.062704070176938,0.08679111809854424
205,0.0617088861822979,0.08329169748855401
206,0.06172613583587411,0.0883779260119075
207,0.06088889899741356,0.08311038310685015
208,0.06185223703499693,0.08697922184678317
209,0.06106743458543022,0.08375435203587812
210,0.06310358102659182,0.08852234569242505
211,0.06084445004689351,0.08308225537417147
212,0.06228746060457266,0.08923087570947913
213,0.06351594916063175,0.08411816433198452
214,0.06270549893166993,0.08838724457648714
215,0.05609876336075707,0.0751803131352498
216,0.053286381622558374,0.08156856568421471
217,0.05438777538615831,0.07604192318654494
218,0.05293147474045376,0.08275693411495888
219,0.054476476622608364,0.07673140547029404
220,0.05588929297745871,0.08226321054006082
221,0.05599607903184257,0.07651440849093617
222,0.05841778368115902,0.08029809490533976
223,0.052279965818119264,0.07486615123258515
224,0.056411433170262516,0.0819223123309917
225,0.05350804531294866,0.07610419438082021
226,0.05568015964086863,0.08177399086572994
227,0.053892806183993766,0.07778309560578801
228,0.056210257603528525,0.08328067168438782
229,0.05500261254176024,0.0770552542641119
230,0.05579452141186236,0.0829501208969064
231,0.055477936916064945,0.07700167355105111
232,0.057799714665998925,0.08190303229216056
233,0.055131598162180676,0.07705565644815345
234,0.05577529472858128,0.08294674118422612
235,0.05581143896033036,0.07655193817591452
236,0.056559391313402284,0.08237490117893426
237,0.05517339070760031,0.07730223904611441
238,0.05334424687864744,0.08448562230827522
239,0.05620338276580351,0.07843574895859332
240,0.056262478978249195,0.0830662312193171
241,0.054122848764169285,0.07853439066990606
242,0.05339424998746291,0.08335635527903888
243,0.05545823824882687,0.07866069372174239
244,0.05854525235071128,0.08836885185980756
245,0.057849417299627566,0.08078773867849699
246,0.05861499608457943,0.0815465143150512
247,0.06142385686894261,0.08496390395839584
248,0.05514590684509453,0.08131922130895523
249,0.05952338030179974,0.08720833121299235
250,0.060395218506932496,0.08118649064632041
251,0.05926159085880675,0.08777868669454861
252,0.05837332151817875,0.08168688613354813
253,0.05952378458944331,0.08843007755224046
254,0.058915317530095296,0.08242888973447615
255,0.05967664811705819,0.08584374973711092
256,0.05679308055986898,0.08277241951062583
257,0.05975988463048883,0.08662483639594361
258,0.061548802456462645,0.08166650115809095
259,0.05950259165745283,0.08636882918668189
260,0.05815785715365463,0.08076638409033879
261,0.05955598055289399,0.08821831541627395
262,0.05998242374388253,0.08040837607181418
263,0.05949136479118529,0.08873029794077426
264,0.06032121649663735,0.080340961111739
265,0.06052114924707915,0.08753623977970666
266,0.05960681398165175,0.08219508357127864
267,0.05982677899726283,0.08853801860235527
268,0.061154671315268125,0.0812995137183745
269,0.057944393691446945,0.08890519876854222
270,0.05499483450370441,0.08325251281361706
271,0.06175931225184275,0.0847212726764891
272,0.058456129317427746,0.08270193673891646
273,0.05898908039586478,0.08573621892771217
274,0.05880084419395591,0.08236983437565949
275,0.05763029720163586,0.08742389347930328
276,0.05898388938334406,0.08252211755101288
277,0.057823749393303175,0.08975687046479841
278,0.05003573195803179,0.07479234613687553
