battery,discharge_cycle_number,capacity_ah,Re,Rct
B0005,95,1.5169573017136326,0.0568774408378622,0.0845362995717969
B0005,96,1.511897596014269,0.0589828557974607,0.0784086979147182
B0005,97,1.5065638960681105,0.0584328149625365,0.0787861210634423
B0005,98,1.5015453526671363,0.0598835241626575,0.0836115676360818
B0005,99,1.4908444050400238,0.0588751204970558,0.0837056242203838
B0005,100,1.485868384561201,0.058641305762534,0.0785632759961348
B0005,101,1.480413677976106,0.0592571128269388,0.0800274325258343
B0005,102,1.4752095869031632,0.0587780177142386,0.0791833754695021
B0005,103,1.4859035988304024,0.0599502558921759,0.0831904359131708
B0005,104,1.4960918298136696,0.0595650130368422,0.0848701138092932
B0005,105,1.4808005946928984,0.05985334901025,0.0847391766373357
B0005,106,1.4697543268466824,0.0584896827626018,0.0796437054686623
B0005,107,1.4539012274845928,0.061340607558881,0.0773366502429688
B0005,108,1.454146206723569,0.0583427179433439,0.0799424615933393
B0005,109,1.455023751906683,0.0599376278681594,0.0847995018360561
B0005,110,1.449042163761236,0.0595958869181685,0.0851877517168028
B0005,111,1.4386709371480566,0.0584007435193973,0.086329382369691
B0005,112,1.433445432156979,0.0613438943933263,0.0798929054274616
B0005,113,1.4333958900838095,0.0588198618845754,0.0791485479846983
B0005,114,1.42806487344776,0.0604624618991758,0.0809266835646679
B0005,115,1.4229203181741186,0.0596306011999845,0.0850345675980089
B0005,116,1.417429032731308,0.060986669920577,0.0858397688242258
B0005,117,1.412409228794446,0.0610042570410988,0.0858843611487287
B0005,118,1.412578792940193,0.061470756141698,0.0817075215636596
B0005,119,1.4075983731469897,0.0621410395185087,0.0817709914625596
B0005,120,1.4333920485221476,0.0596311497998398,0.0825760057270749
B0005,121,1.4382550176792908,0.0614190799483374,0.0872037829252581
B0005,122,1.4173547174485526,0.0612166514530719,0.0872819262712242
B0005,123,1.406981663677643,0.062704070176938,0.0867911180985442
B0005,124,1.4012037783587623,0.0617088861822979,0.083291697488554
B0005,125,1.3967008232726328,0.0608888989974135,0.0831103831068501
B0005,126,1.391284788852726,0.0618522370349969,0.0869792218467831
B0005,127,1.3862287677978349,0.0631035810265918,0.088522345692425
B0005,128,1.3804366761974138,0.0622874606045726,0.0892308757094791
B0005,129,1.3752364150256224,0.0635159491606317,0.0841181643319845
B0005,130,1.3705128024895008,0.056098763360757,0.0751803131352498
B0005,131,1.37050855662704,0.0543877753861583,0.0760419231865449
B0005,132,1.3647355108681518,0.0529314747404537,0.0827569341149588
B0005,133,1.375392016895762,0.0558892929774587,0.0822632105400608
B0005,134,1.3861115151535393,0.058417783681159,0.0802980949053397
B0005,135,1.369850003583894,0.0522799658181192,0.0748661512325851
B0005,136,1.3647827949260758,0.0535080453129486,0.0761041943808202
B0005,137,1.3543220466259964,0.0538928061839937,0.077783095605788
B0005,138,1.3546417018378962,0.0562102576035285,0.0832806716843878
B0005,139,1.354703921319241,0.0557945214118623,0.0829501208969064
B0005,140,1.349314997503458,0.0577997146659989,0.0819030322921605
B0005,141,1.3441891937970554,0.0551315981621806,0.0770556564481534
B0005,142,1.3389913790695755,0.0558114389603303,0.0765519381759145
B0005,143,1.3389145230206971,0.0551733907076003,0.0773022390461144
B0005,144,1.3340066759761655,0.0533442468786474,0.0844856223082752
B0005,145,1.3286444309174914,0.0562624789782491,0.0830662312193171
B0005,146,1.323170899227622,0.0533942499874629,0.0833563552790388
B0005,147,1.3181691588445197,0.0554582382488268,0.0786606937217423
B0005,148,1.3184664436640334,0.0578494172996275,0.0807877386784969
B0005,149,1.318293040102702,0.0614238568689426,0.0849639039583958
B0005,150,1.323872422244268,0.0551459068450945,0.0813192213089552
B0005,151,1.3601216766554785,0.0603952185069324,0.0811864906463204
B0005,152,1.3395306867947354,0.0583733215181787,0.0816868861335481
B0005,153,1.3290286565120697,0.0595237845894433,0.0884300775522404
B0005,154,1.3236741274998955,0.0596766481170581,0.0858437497371109
B0005,155,1.318633896753293,0.0567930805598689,0.0827724195106258
B0005,156,1.3134751321324272,0.0615488024564626,0.0816665011580909
B0005,157,1.3132020634442203,0.0581578571536546,0.0807663840903387
B0005,158,1.3077959946944353,0.0595559805528939,0.0882183154162739
B0005,159,1.3030329186405918,0.0594913647911852,0.0887302979407742
B0005,160,1.3033573559038203,0.0605211492470791,0.0875362397797066
B0005,161,1.3034100438655642,0.0596068139816517,0.0821950835712786
B0005,162,1.2978870806495706,0.0611546713152681,0.0812995137183745
B0005,163,1.2980735056918902,0.0549948345037044,0.083252512813617
B0005,164,1.293463613844243,0.0617593122518427,0.0847212726764891
B0005,165,1.288003392619118,0.0589890803958647,0.0857362189277121
B0005,166,1.2874525221379407,0.0576302972016358,0.0874238934793032
B0005,167,1.3090153642307354,0.058983889383344,0.0825221175510128
B0005,168,1.3250793286429356,0.0500357319580317,0.0747923461368755
