impedance_cycle_number,Re,Rct
55,0.06584265367322818,0.08228467898593818
56,0.06368615846693702,0.08236363977175419
57,0.06586299475840429,0.08404816384807184
58,0.06291209789909709,0.08214102281998399
59,0.06445446289569287,0.08372729247372598
60,0.06366741172107057,0.08296956725555057
61,0.06449971024722613,0.08439116060930645
62,0.06454586928056331,0.08390558187210605
63,0.06462222077599941,0.08347874261289515
64,0.06441730776729335,0.08332080296168762
65,0.06535744633615422,0.08372284778321133
66,0.06517362934686399,0.08478155339352322
67,0.0657374096950185,0.08640081854624075
68,0.06359515956336817,0.08418492196132377
69,0.06569551042223239,0.08528415424415496
70,0.06528547500729169,0.08605041403439097
71,0.06608858001407364,0.08697381626854853
72,0.06653396257005847,0.08674821993371198
73,0.0673918549622027,0.0861118887620564
74,0.06634112534272091,0.08720558299891104
75,0.0671457542138853,0.08632770749811566
76,0.06590996191117977,0.08712834097374948
77,0.06656218407046685,0.0876302548566821
78,0.06605623626692969,0.08756285633165226
79,0.06683041793365703,0.0881304972895854
80,0.06590274256382748,0.08820859113319164
81,0.0671228648017542,0.08952481378716437
82,0.06791172070092616,0.08831509615303365
83,0.06804767963498151,0.08818918574404519
84,0.06674377333784236,0.08857968181390717
85,0.06787371479427354,0.08934891169767059
86,0.06641297510611752,0.0895032370200492
87,0.06842378612071928,0.0901555365219136
88,0.06686868471567307,0.08981021390663306
89,0.06826417312265938,0.09040770934408239
90,0.0675638979208385,0.09093282660720825
91,0.06774703943897442,0.0901563443871731
92,0.06767916633501396,0.09097518732194294
93,0.06860934588238804,0.09068687374298401
94,0.0679726933427561,0.09232410955240872
95,0.06856628257658516,0.09028017093370612
96,0.06833354741887734,0.09201668954083403
97,0.06838165618496082,0.09097113788599188
98,0.06885136093381199,0.0925822548520223
99,0.06936455209326015,0.09111307751610045
100,0.06906646906873301,0.0934909607320899
101,0.06981284024900297,0.09154323806605419
102,0.06870914709601504,0.09387730518518865
103,0.06972534834514055,0.09161565328372992
104,0.06952595566680789,0.09418623001298362
105,0.06923026401542158,0.09233738103251986
106,0.06825231466048369,0.09343980119280403
107,0.06891786116947377,0.09149357719093887
108,0.06960330384223117,0.09561343002331575
109,0.07057714520177544,0.0924269028093456
110,0.06944383967261045,0.09508674404018921
111,0.06983595497026351,0.09248565148585214
112,0.0692409257238966,0.09541147475162996
113,0.06990013486335687,0.09343565348198297
114,0.07018023704211739,0.09580053634249773
115,0.07073773149658581,0.09452066543188685
116,0.07032112501568692,0.09530176637205882
117,0.07084182825182998,0.09379226536803063
118,0.06930780981897802,0.09454813120638911
119,0.07177894475349142,0.09233933765862073
120,0.07066012489753228,0.09558033908197718
121,0.07090729696873323,0.0926979751716576
122,0.07048796563268331,0.09637484690828765
123,0.07018463941503206,0.09351139693183291
124,0.071253157527167,0.09693308592499948
125,0.07186743983607999,0.09465159812302526
126,0.07290881656804299,0.0968587759009549
127,0.07182020327017155,0.09406289629370085
128,0.0725103674563298,0.09660159139822988
129,0.07177478049617578,0.09532003488084542
130,0.07088794010729621,0.09740741420439394
131,0.07036836968833657,0.09274330283644272
132,0.07141473238066469,0.09614920599785416
133,0.07075152805097641,0.09048196250260114
134,0.07083150479026026,0.09066604075689752
135,0.07030413873328058,0.0930529362512398
136,0.07118362015441645,0.0928235588614077
137,0.07156671814928477,0.09367023927457886
138,0.07131586967408446,0.09263070337895823
139,0.07235057565104601,0.09440345976365576
140,0.07082699476931537,0.09249135121320001
141,0.07033788263426383,0.09507092273616935
142,0.0712990567757895,0.09306498833833467
143,0.07148316063857231,0.09546831610525248
144,0.07153178049404317,0.09395541657590765
145,0.07177878179971342,0.09678915937102545
146,0.07210470131692288,0.09426903728901763
147,0.07217659052012376,0.09731548106056298
148,0.07254046891986726,0.09511625677952429
149,0.07275773932145782,0.09742370041141407
150,0.07242420049463154,0.09419821095899443
151,0.07161196696477634,0.09618267512171286
152,0.07177274897642728,0.09431269324325077
153,0.07236285655797875,0.09800608224040097
154,0.07197325031942853,0.09403994753481937
155,0.07217187946582546,0.09754420653220938
156,0.07218496036569667,0.09436432368311946
157,0.07327514105662862,0.09816756377374604
158,0.07255344400984245,0.09400039614590885
159,0.07279898453381024,0.0935192293551594
160,0.0737422116355231,0.09682011701371697
161,0.07230626414964644,0.09373318368991343
162,0.07351181896001253,0.09784840606777727
163,0.0731481609531371,0.09450117088751923
164,0.07363095072187217,0.09872074778143794
165,0.07258698856788243,0.0942767204381327
166,0.07483720295528123,0.09855595497783809
167,0.07231062653103708,0.09437378694839117
168,0.07422880685868813,0.09794583413307753
169,0.07185660712942502,0.09376323440193435
170,0.07359262883289279,0.09794263420249376
171,0.07355530338796804,0.09481493549893713
172,0.07428961541366103,0.09782803971993742
173,0.07377742233884306,0.09550761968799028
174,0.07436247289279864,0.100297485432866
175,0.07280893667527459,0.09466825353513973
176,0.07308819155500623,0.10028552688952369
177,0.07423988397360735,0.09455851844360653
178,0.07390565956199621,0.10034826354300655
179,0.07351251053388887,0.09455928328741696
180,0.07406486350284623,0.09903658397481056
181,0.07290767778143425,0.09500166880506605
182,0.07434066648007011,0.10067908230747398
183,0.07276351441984508,0.0952721862664049
184,0.0749835856113319,0.1003809603504959
185,0.07280904458053215,0.09417469896249388
186,0.07363422580248341,0.10034341350119641
187,0.07366216781831048,0.09401252729903897
188,0.07495654638579109,0.0986748779007716
189,0.07300473215689747,0.09488419183565079
190,0.075132937700244,0.09988518450397564
191,0.07456415358800406,0.09465513038241297
192,0.07592804413673004,0.10032970664387303
193,0.07343307367232554,0.09496461248763269
194,0.07550871785129283,0.10116073256897913
195,0.07401683695868191,0.09598514883171738
196,0.07460959963253604,0.10145892418195081
197,0.07392462060613289,0.09596990760137802
198,0.07487960335651152,0.10060335245891304
199,0.07350439612412557,0.09612015257573586
200,0.07528060880004324,0.10254518763662164
201,0.07264208276353092,0.09534113281992042
202,0.07499556374166019,0.10138737916427212
203,0.07311999977664198,0.09592311750334574
204,0.07635857115497807,0.1014317733775896
205,0.07352773427813793,0.09722971147738375
206,0.07477686532784665,0.10280887562042597
207,0.07365221366344325,0.09623949046601309
208,0.07601129120974016,0.10207495349364025
209,0.0738708282490051,0.09642311008921206
210,0.07632337493459862,0.1024320211016061
211,0.07357181902429763,0.09759059351551938
212,0.0749954456773232,0.10259630569279
213,0.07457692199537422,0.098332863281485
214,0.07655910700249269,0.10301800475787612
215,0.07348534244575625,0.09721507881558597
216,0.07627816468715698,0.10209285250394709
217,0.07200798231511968,0.09467221621756744
218,0.07628105077777647,0.10123049924820199
219,0.07340853801638215,0.09646817904064085
220,0.07559149558239868,0.10170048160813132
221,0.07368975629679228,0.09703678483745568
222,0.07436926956755013,0.10195116957544287
223,0.07251824118465043,0.09465591179063428
224,0.07554946383264172,0.1033905552179119
225,0.07383014762823663,0.09770882689347758
226,0.07543780913259987,0.10190222500615645
227,0.07329562021253073,0.09701097507123445
228,0.0752830478385875,0.10212799871439257
229,0.07358700423436104,0.0984700686918705
230,0.07504265846305132,0.10234809729911541
231,0.07299830246064513,0.09674804588399895
232,0.07493083270026814,0.10316530446995302
233,0.07317671448765889,0.09789006335131165
234,0.07555918138378297,0.10171557782292613
235,0.07330671757566318,0.09867203700323107
236,0.07529135855581007,0.10399050592213124
237,0.07381497446326195,0.09966717133921947
238,0.07695888745317593,0.10278141799912464
239,0.0749168340838373,0.09740913121594287
240,0.07582454225155175,0.10410637069985224
241,0.07319733067893863,0.0986378767270153
242,0.07591191584477391,0.10494385154400138
243,0.07412387969571942,0.09846760988701693
244,0.07629297155319334,0.10647126315333194
245,0.07444944766297028,0.09763490351376954
246,0.07429801976099379,0.09727249699620968
247,0.0752876188558989,0.10131281846755223
248,0.0732641449429155,0.09485788030578557
249,0.07525091465096566,0.10263114150619053
250,0.07295338594839133,0.09709171535624934
251,0.07579555842218386,0.10337622430701954
252,0.07229989931673016,0.09726851617156725
253,0.07634314633390711,0.10459379391771405
254,0.07208193445058439,0.09632752730869723
255,0.07548574752727838,0.10415670198896312
256,0.074020498261262,0.09921529436633025
257,0.075678173941146,0.10498941605859084
258,0.07451902070420802,0.09722241475542803
259,0.07639730618221811,0.10625558495145841
260,0.07424018982352315,0.09804575972887292
261,0.07554089552390525,0.10325199429925233
262,0.0751269930267548,0.0976015207267083
263,0.07758555911246837,0.10473113760753461
264,0.07300304718574424,0.09986121453402325
265,0.07914099539982122,0.10410597469599145
266,0.0733791162898153,0.10012439870046425
267,0.07703480377026387,0.1043025357256912
268,0.07400638737748559,0.10058214210272005
269,0.07558657312230183,0.10545022867710716
270,0.07445731304872845,0.09771765292275987
271,0.07680024027253078,0.10505838895245793
272,0.07404961895766839,0.10004265315557904
273,0.07773379473968531,0.1055258410926404
274,0.07345356672681479,0.09958433419834246
275,0.07649758460967311,0.10668360253694291
276,0.07429181207917376,0.10145770673563659
277,0.07693445086160708,0.10589812281309796
278,0.07358936787982846,0.09999474026181411
