battery,discharge_cycle_number,capacity_ah,Re,Rct
B0007,34,1.8469504648208708,0.0480552218263486,0.0698864194438785
B0007,35,1.836828431169018,0.047509200748586,0.0703725401221073
B0007,36,1.8371619619672277,0.0481799142983664,0.0704800798689803
B0007,37,1.8316722583718852,0.0480709471642284,0.0716849617062179
B0007,38,1.8211470951317783,0.0481292571231776,0.071036228996812
B0007,39,1.816506091511515,0.0490535009286065,0.0716505512430741
B0007,40,1.8113815601504557,0.0498936282124914,0.0698875047977575
B0007,41,1.8116056333939583,0.0476209330618886,0.0695963747092475
B0007,42,1.8060548955557405,0.0479939825459855,0.0715534002029716
B0007,43,1.8132041826994056,0.047438380107813,0.0701160181523954
B0007,44,1.8062641938283532,0.0489922206676411,0.0704081490005847
B0007,45,1.7958310249900458,0.048225418155885,0.0709769157630702
B0007,46,1.7858852600390451,0.0490895503628693,0.0702287371303744
B0007,47,1.780326860450275,0.0488174139240195,0.0718940740392593
B0007,48,1.8150756899575575,0.0476104078872702,0.0703612147830665
B0007,49,1.815702515484584,0.0483472377139637,0.0702995301403617
B0007,50,1.800243217805667,0.050111225517516,0.0696007325489996
B0007,51,1.7904476205609308,0.0484604377549353,0.0708375336017697
B0007,52,1.780343032300132,0.0489092204596219,0.0722437532116874
B0007,53,1.775328769596812,0.0504934152804281,0.0714779278737494
B0007,54,1.770262973473285,0.047906145513856,0.0707665668724531
B0007,55,1.760081061854204,0.0481563125260732,0.0703148767120616
B0007,56,1.749647593537689,0.0487186652725049,0.0707311077896032
B0007,57,1.749650075059311,0.0496014214354859,0.0721211408379768
B0007,58,1.745028739214683,0.0493328695126367,0.0726378441172666
B0007,59,1.739645745528673,0.0482451502855609,0.0734441725850627
B0007,60,1.7285642277717963,0.048878563968151,0.0706797960562365
B0007,61,1.723900324588418,0.0491244370606033,0.070042530900151
B0007,62,1.7139788776485192,0.0489371333036464,0.071098768091492
B0007,63,1.7139701997004613,0.048886406569936,0.0728986838603586
B0007,64,1.7036521173638766,0.0490424047891537,0.072023713051489
B0007,65,1.7040137474382486,0.0486198173689242,0.0722347055628345
B0007,66,1.6935716157343033,0.0485859081670254,0.0722341242162264
B0007,67,1.6876577363877656,0.0487685878222628,0.0706456754383079
B0007,68,1.6830744356583152,0.0481241927986344,0.0721894922275553
B0007,69,1.6779270142025482,0.0488972024305583,0.0719367446163898
B0007,70,1.6732060275966172,0.0506051927379808,0.0740047112077274
B0007,71,1.6674367208253988,0.0518898593763007,0.0733796878512872
B0007,72,1.6622662630667526,0.0531481076550764,0.0741978591919722
B0007,73,1.6574243065763063,0.0518867434757277,0.0733168121551398
B0007,74,1.652538684928734,0.0507757180756749,0.0749637852079893
B0007,75,1.6472174627573322,0.0512672493033793,0.07541159661766
B0007,76,1.6364136810898071,0.0513556785028954,0.0749649652243977
B0007,77,1.6362554312048496,0.0521877395575844,0.0730264613396324
B0007,78,1.641119179218384,0.0513235461920233,0.073940565074064
B0007,79,1.6315700789656966,0.0528418570265627,0.0738580654603152
B0007,80,1.621213282987236,0.0550281379445186,0.0770592019906943
B0007,81,1.6164273214762122,0.0537841305082546,0.0763070468277562
B0007,82,1.615823510161921,0.054786505076222,0.0774319117266334
B0007,83,1.61672418029789,0.0527346999149458,0.0757426277404382
B0007,84,1.6108655863730026,0.0541016697661152,0.0760586204874903
B0007,85,1.6006603374309376,0.0533794376190377,0.0768769249386572
B0007,86,1.5959174487005665,0.0551851247135877,0.0767334331584221
B0007,87,1.5962179519462243,0.053994133680981,0.077739885630552
B0007,88,1.5958065114633972,0.0551093773472507,0.0762306983262205
B0007,89,1.5906507821480704,0.0540548756909633,0.0782110561479581
B0007,90,1.6888211161855506,0.0533532265941854,0.0781986731221035
B0007,91,1.6259938279733204,0.0535477968915447,0.0779984052656677
B0007,92,1.6157433862812898,0.053428804378186,0.0747539658712587
B0007,93,1.6056626764846538,0.0546618423629141,0.0784601585037002
B0007,94,1.5949746921524348,0.0538824016389402,0.0774785569851945
B0007,95,1.5904102438871943,0.0549773618536978,0.0786387336039181
B0007,96,1.5853517062988178,0.0537747496386631,0.0761630925523921
B0007,97,1.5799737147242376,0.0531805398246686,0.0754621409490807
B0007,98,1.5752185465278068,0.054412387703306,0.07816806645061
B0007,99,1.569798484648868,0.0545121920585528,0.0765105461461317
B0007,100,1.5702565375950357,0.056164422063534,0.0776993246313987
B0007,101,1.565249873909438,0.0556167229549265,0.0757081604993204
B0007,102,1.559633933561147,0.0548933155784267,0.0784417847890159
B0007,103,1.5649820533392105,0.0547408930047106,0.0790184155558609
B0007,104,1.57497949984227,0.0552372334380582,0.0799393133533925
B0007,105,1.5652811168780458,0.0572653476857599,0.0794231222611038
B0007,106,1.559755497470126,0.0541146320474673,0.0761296091760724
B0007,107,1.549897685670499,0.0524530525571906,0.0783688834242764
B0007,108,1.543877153134502,0.0532910297992707,0.0777418007833103
B0007,109,1.5450187488690073,0.0557785741854704,0.0782426980033324
B0007,110,1.5445940154102908,0.0584547930925319,0.0780883773855803
B0007,111,1.5343086721758876,0.0548728983507364,0.0811431379239443
B0007,112,1.5287603942958483,0.0582841929872629,0.0784462296244575
B0007,113,1.5289260249179843,0.0542898771209998,0.077971810269146
B0007,114,1.529091650133123,0.0567656318329072,0.0783665633777987
B0007,115,1.5239059324661248,0.0544643480227725,0.0779198353747232
B0007,116,1.5186675419100617,0.0560425836713211,0.0799132720597221
B0007,117,1.5136482266426952,0.0571969796717012,0.0818531945758062
B0007,118,1.5136050185229033,0.0569068249592496,0.0800043038139232
B0007,119,1.5139470614867965,0.0567026821439164,0.0812775892034121
B0007,120,1.5339599193158786,0.0575350540153687,0.0771307754242999
B0007,121,1.5391372798653098,0.0577616170406075,0.0820660023586674
B0007,122,1.5236247972838737,0.0575854885358439,0.0829334777035948
B0007,123,1.5135813035589147,0.0567066634864918,0.0826880652178822
B0007,124,1.5077850749847914,0.0572315559529829,0.0826950250965445
B0007,125,1.5031960676037333,0.0578608501326491,0.0807956240841583
B0007,126,1.497822059699588,0.0571097513991468,0.0823903452866173
B0007,127,1.492848534633516,0.057017768907922,0.0816566640960627
B0007,128,1.492414389867026,0.0577146867420723,0.0839742832388461
B0007,129,1.487482776538081,0.0575543418900088,0.0821982911537954
B0007,130,1.482535148640411,0.0600951025245409,0.0795802594270129
B0007,131,1.4827874322228984,0.0560093930698341,0.0823836843859126
B0007,132,1.476971179775059,0.0585539628869158,0.0817127037862085
B0007,133,1.4819015554137276,0.0582798533828209,0.0828220199551595
B0007,134,1.4981366198874824,0.0655433340131684,0.0871263036916229
B0007,135,1.4820775214392872,0.0630590914927044,0.0857356197510925
B0007,136,1.4771155312812152,0.0646492476769399,0.0895618336923886
B0007,137,1.4720772783056488,0.0634189750998401,0.0879807057378254
B0007,138,1.472248013656454,0.0649449108692077,0.0882787478820197
B0007,139,1.4670106672274663,0.0630912231503855,0.0906646821085215
B0007,140,1.461767249533538,0.0635675339735441,0.0903675648803086
B0007,141,1.4566952670489708,0.065919483828726,0.0885064843178298
B0007,142,1.451354972758956,0.0649977419450826,0.0891883981719938
B0007,143,1.451615926257375,0.0659153562053605,0.0888195991992062
B0007,144,1.4468161332173683,0.0659014874038333,0.090032670921428
B0007,145,1.4467570607768785,0.0643487177606421,0.092833768730939
B0007,146,1.4413797481446793,0.0647690231569202,0.0912199045869158
B0007,147,1.4362456252208178,0.063543167392366,0.0885277806882068
B0007,148,1.4368154153924828,0.0642248117674788,0.087404820535234
B0007,149,1.4362945145860049,0.0664364247968927,0.0867162456940854
B0007,150,1.4418575315878015,0.0634542700643541,0.0876873614624684
B0007,151,1.4672063484781797,0.0629193439633048,0.0858239497689485
B0007,152,1.4518640367848883,0.0623784921316839,0.0872119186682282
B0007,153,1.44713797527485,0.0638237541245271,0.0901737804549904
B0007,154,1.441790586562399,0.0645467994623144,0.090247979907766
B0007,155,1.431630947911111,0.0639348747828076,0.0889222460552442
B0007,156,1.4318084249673686,0.062650916165869,0.0880368886324022
B0007,157,1.4262562585106868,0.0657930247569073,0.0902509933428324
B0007,158,1.4260877528924911,0.0672937953995353,0.0887764223987608
B0007,159,1.4212633510031694,0.0657954604671003,0.0891371873470344
B0007,160,1.4163272748795108,0.067069037133108,0.0893174652975898
B0007,161,1.4165781829175994,0.0626477557652421,0.0906276403375599
B0007,162,1.4108401729425175,0.0640990437553907,0.0904889207507275
B0007,163,1.4109949628347804,0.0626376818009436,0.0889708433613751
B0007,164,1.40617142903988,0.0647660744068118,0.0933150676288513
B0007,165,1.4063358479692922,0.064686462874031,0.0935717748030131
B0007,166,1.4004552399066514,0.0649252658383731,0.0913267326241943
B0007,167,1.4217865046055154,0.0646635360383694,0.0919880772013069
B0007,168,1.4324552720625434,0.0671426900201505,0.0933135093128193
